V1	V2
isogroup14232	GO:0005554;GO:0004713;GO:0005524;GO:0006468;GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup14233	GO:0004222;GO:0006508
isogroup14236	GO:0003677;GO:0005663;GO:0006260;GO:0005622;GO:0000166;GO:0017111;GO:0005524;GO:0003911
isogroup14237	GO:0001584;GO:0007186;GO:0016021
isogroup14242	GO:0004743;GO:0006096
isogroup14244	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015935;GO:0042254
isogroup14247	GO:0004295;GO:0006508;GO:0004263;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup14248	GO:0004182;GO:0006508;GO:0016706;GO:0019538;GO:0040029;GO:0016570
isogroup14249	GO:0006118;GO:0004497;GO:0047749
isogroup1425	GO:0005634;GO:0005732;GO:0006397;GO:0030529
isogroup14250	GO:0005737;GO:0006817
isogroup14255	GO:0005509;GO:0007156;GO:0016020
isogroup14261	GO:0005856;GO:0005737;GO:0008092;GO:0016020;GO:0004725;GO:0004727
isogroup14267	GO:0003677;GO:0005524;GO:0006270;GO:0008094;GO:0005634;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0042555;GO:0051301
isogroup14269	GO:0016491;GO:0051341;GO:0047681;GO:0007268
isogroup14270	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup14271	GO:0005215;GO:0006810;GO:0016021;GO:0008517;GO:0015232
isogroup14273	GO:0007155;GO:0004563;GO:0005975
isogroup14274	GO:0005215;GO:0006810;GO:0016021
isogroup14281	GO:0005489;GO:0006118;GO:0006950;GO:0006979
isogroup14282	GO:0005525
isogroup14283	GO:0005622;GO:0022627;GO:0006412;GO:0042254
isogroup14288	GO:0000103;GO:0004781;GO:0005524;GO:0016301;GO:0016772;GO:0004020
isogroup14292	GO:0004645;GO:0005975;GO:0008184
isogroup14294	GO:0003824;GO:0003922;GO:0005524;GO:0006164;GO:0006177;GO:0009058
isogroup14296	GO:0008202
isogroup14298	GO:0004622
isogroup14303	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup14306	GO:0005001
isogroup14308	GO:0004890;GO:0005216;GO:0006811;GO:0016020;GO:0005230;GO:0016021;GO:0045211;GO:0006810
isogroup14309	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
isogroup1431	GO:0003735;GO:0005622;GO:0005840;GO:0006412
isogroup14312	GO:0004807;GO:0008152;GO:0005554
isogroup14313	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
isogroup14314	GO:0005515;GO:0003779;GO:0016043;GO:0046582
isogroup14316	GO:0004414
isogroup14318	GO:0003847
isogroup14325	GO:0003824
isogroup14327	GO:0018024;GO:0040029;GO:0016570
isogroup14328	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup14330	GO:0003723;GO:0006396
isogroup14331	GO:0006952;GO:0042829;GO:0005515;GO:0042981;GO:0005524;GO:0006915
isogroup14334	GO:0004672;GO:0005524;GO:0006468;GO:0005515;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup14338	GO:0008270;GO:0004725
isogroup14339	GO:0004051
isogroup14345	GO:0005123
isogroup14349	GO:0005215;GO:0006810;GO:0016021
isogroup1435	GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0008408;GO:0003715;GO:0006353
isogroup14350	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup14352	GO:0004697
isogroup14353	GO:0003676;GO:0005634;GO:0008270
isogroup14356	GO:0006118;GO:0004497;GO:0004499
isogroup14358	GO:0006814;GO:0006885;GO:0015385;GO:0016021;GO:0015299
isogroup14360	GO:0004888;GO:0007275;GO:0016020;GO:0005509;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup14361	GO:0007155
isogroup14362	GO:0005198;GO:0005874;GO:0007018
isogroup14363	GO:0005634;GO:0005732;GO:0006397;GO:0030529
isogroup14366	GO:0005515
isogroup1437	GO:0006118;GO:0008121;GO:0015008;GO:0016020;GO:0045285;GO:0016491
isogroup14382	GO:0016021;GO:0009922
isogroup14384	GO:0000166;GO:0017111;GO:0005524;GO:0004003;GO:0004004;GO:0008026;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup14388	GO:0001584;GO:0007186;GO:0016021;GO:0004983
isogroup1439	GO:0016020
isogroup14390	GO:0006508;GO:0008236;GO:0016020;GO:0004244;GO:0008717
isogroup14393	GO:0003824;GO:0004185;GO:0006508
isogroup14395	GO:0005509;GO:0016787;GO:0004722
isogroup144	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup14400	GO:0004386
isogroup14403	GO:0003677;GO:0005677;GO:0006342;GO:0006355;GO:0003956
isogroup14407	GO:0004437;GO:0008441
isogroup1441	GO:0005525;GO:0007264;GO:0015031
isogroup14413	GO:0004597
isogroup14415	GO:0005198;GO:0005874;GO:0007018;GO:0003924;GO:0005525;GO:0043234;GO:0051258
isogroup14416	GO:0005509;GO:0005576;GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup1442	GO:0005634;GO:0005732;GO:0006397;GO:0030529;GO:0030532
isogroup14421	GO:0005509;GO:0005198
isogroup14422	GO:0016020
isogroup14424	GO:0003676;GO:0005622;GO:0006355;GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup14428	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup14434	GO:0003677;GO:0005524;GO:0006270;GO:0008094;GO:0000166;GO:0017111;GO:0005634;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0042555;GO:0051301
isogroup14439	GO:0001733
isogroup1444	GO:0005778;GO:0016559
isogroup14441	GO:0006810;GO:0008519;GO:0016020
isogroup14442	GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286
isogroup14446	GO:0003676
isogroup14447	GO:0003824;GO:0008152;GO:0003987
isogroup14449	GO:0008270
isogroup14452	GO:0003700;GO:0005634;GO:0006355
isogroup14453	GO:0004537
isogroup14457	GO:0003735;GO:0005622;GO:0005840;GO:0006412
isogroup14459	GO:0005507;GO:0008131
isogroup14463	GO:0004197;GO:0006508;GO:0004198;GO:0005622
isogroup14465	GO:0005488;GO:0006810;GO:0016020;GO:0005739;GO:0006839;GO:0005310
isogroup1447	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004707;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup14471	GO:0003677;GO:0005677;GO:0006342;GO:0006355;GO:0003956
isogroup14474	GO:0007242
isogroup14475	GO:0005509
isogroup14477	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004715;GO:0004716
isogroup14482	GO:0005680;GO:0030071
isogroup14485	GO:0016021;GO:0051205
isogroup14488	GO:0000059;GO:0005634;GO:0005643;GO:0005737;GO:0008565
isogroup14489	GO:0016020
isogroup1449	GO:0006118;GO:0004458
isogroup14494	GO:0019825;GO:0016262
isogroup14496	GO:0004182;GO:0006508;GO:0004181;GO:0004185
isogroup1450	GO:0006886;GO:0008320;GO:0016020
isogroup14500	GO:0007242
isogroup14501	GO:0016021
isogroup14503	GO:0005643;GO:0006810
isogroup14504	GO:0005509;GO:0005576;GO:0006030;GO:0008061
isogroup14507	GO:0001584;GO:0007186;GO:0016021;GO:0008502
isogroup14508	GO:0008152;GO:0008415;GO:0006508;GO:0008234;GO:0003841
isogroup14512	GO:0003712;GO:0005634;GO:0006355;GO:0008270;GO:0005515;GO:0003713;GO:0045449;GO:0004402
isogroup14513	GO:0007154;GO:0016021;GO:0005432;GO:0006816;GO:0016020
isogroup14515	GO:0004869;GO:0008270;GO:0004842;GO:0005622;GO:0006464;GO:0006512
isogroup14518	GO:0004890;GO:0005230;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0006810;GO:0016934;GO:0022824;GO:0009719;GO:0022834
isogroup1452	GO:0004312
isogroup14521	GO:0004016;GO:0008294
isogroup14523	GO:0004889;GO:0005216;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0005230;GO:0006810;GO:0015464
isogroup14524	GO:0003774;GO:0005524;GO:0016459;GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup14530	GO:0006118;GO:0016491
isogroup14532	GO:0003676
isogroup14534	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup1454	GO:0004748;GO:0009186
isogroup14540	GO:0006118;GO:0008152;GO:0016491;GO:0047061
isogroup14545	GO:0035005
isogroup14549	GO:0000228;GO:0006338
isogroup14550	GO:0003676
isogroup14551	GO:0005529;GO:0008270;GO:0016491;GO:0002226;GO:0001867
isogroup14555	GO:0005515
isogroup14560	GO:0003676;GO:0050265
isogroup14561	GO:0003676;GO:0005524;GO:0008026;GO:0004386
isogroup14564	GO:0004672;GO:0005524;GO:0006468
isogroup14569	GO:0005554
isogroup14573	GO:0003677;GO:0005634
isogroup14576	GO:0003676
isogroup14577	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup14578	GO:0005215;GO:0006857;GO:0016020
isogroup14583	GO:0005554
isogroup14588	GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
isogroup14590	GO:0016874;GO:0004658;GO:0004485
isogroup14592	GO:0005528
isogroup14595	GO:0008152;GO:0016740;GO:0004314
isogroup146	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup1460	GO:0003677;GO:0005677;GO:0006342;GO:0006355;GO:0004407;GO:0008418;GO:0008759;GO:0009017;GO:0016811;GO:0017159;GO:0018748;GO:0018749;GO:0047419;GO:0017136
isogroup14601	GO:0005001
isogroup14605	GO:0016251
isogroup14612	GO:0003863;GO:0017086
isogroup14613	GO:0005509
isogroup14617	GO:0016787;GO:0004767
isogroup14618	GO:0005085;GO:0007264
isogroup14619	GO:0005215;GO:0006810;GO:0016021
isogroup1462	GO:0005524;GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0006754;GO:0016820;GO:0003936
isogroup14629	GO:0016706;GO:0019538;GO:0004656;GO:0016222
isogroup1463	GO:0005524;GO:0006139;GO:0019201;GO:0005198;GO:0005874;GO:0007018;GO:0016776;GO:0004017;GO:0046899
isogroup14630	GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup14631	GO:0006814;GO:0006885;GO:0015385;GO:0016021;GO:0015299
isogroup14636	GO:0003743;GO:0006413;GO:0003723;GO:0006412
isogroup14639	GO:0003746
isogroup14643	GO:0003743;GO:0005525;GO:0006413;GO:0006412
isogroup14644	GO:0005576
isogroup14655	GO:0003824
isogroup14658	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup14660	GO:0005489;GO:0006118;GO:0045454;GO:0006950;GO:0006979
isogroup14665	GO:0007218;GO:0016020;GO:0004930
isogroup14668	GO:0003993
isogroup14671	GO:0005509
isogroup14672	GO:0005524;GO:0016887;GO:0000166;GO:0017111;GO:0031177
isogroup14675	GO:0006118;GO:0016491;GO:0050660;GO:0015036;GO:0005737;GO:0004148
isogroup14676	GO:0003824;GO:0006633;GO:0008152;GO:0016740;GO:0004315;GO:0004312
isogroup14680	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup14686	GO:0007242;GO:0004713;GO:0016175
isogroup14691	GO:0003824;GO:0008152;GO:0004165
isogroup14692	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup14699	GO:0005525;GO:0007264;GO:0006886;GO:0015031
isogroup14704	GO:0006400;GO:0008479;GO:0008616
isogroup14706	GO:0008448
isogroup14707	GO:0008757;GO:0008168;GO:0035049
isogroup14708	GO:0008152;GO:0008483;GO:0008453;GO:0050281;GO:0004760
isogroup14710	GO:0005509;GO:0005576;GO:0006030;GO:0008061
isogroup14711	GO:0003676;GO:0005634;GO:0008270
isogroup14713	GO:0007155;GO:0005529;GO:0004713;GO:0002226;GO:0001867
isogroup14714	GO:0004672;GO:0005524;GO:0006468;GO:0007242;GO:0004674
isogroup14716	GO:0004245;GO:0006508;GO:0016020;GO:0008237;GO:0008270;GO:0016511
isogroup14717	GO:0005525;GO:0006412;GO:0003746;GO:0005737;GO:0006414;GO:0003924;GO:0008547
isogroup14718	GO:0005524;GO:0006139;GO:0016773;GO:0008137;GO:0003954
isogroup1472	GO:0003677;GO:0005634;GO:0006355
isogroup14720	GO:0008570
isogroup14722	GO:0001104;GO:0006366
isogroup14727	GO:0000175;GO:0003723;GO:0006396;GO:0004534;GO:0016896
isogroup1473	GO:0004597
isogroup14737	GO:0004694;GO:0006412
isogroup14743	GO:0008080;GO:0004343
isogroup14744	GO:0003676
isogroup14756	GO:0003677;GO:0006355
isogroup14757	GO:0004597
isogroup1476	GO:0000151;GO:0004842;GO:0008270;GO:0016567
isogroup14765	GO:0005524;GO:0006139;GO:0019201;GO:0005198;GO:0005874;GO:0007018;GO:0016776;GO:0004017;GO:0046899
isogroup14768	GO:0050510;GO:0047238
isogroup14773	GO:0008152;GO:0016491
isogroup14775	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup14776	GO:0004526
isogroup14778	GO:0003700;GO:0005634;GO:0045449;GO:0003677;GO:0016251
isogroup14786	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0007275;GO:0004722
isogroup14793	GO:0003700;GO:0005634;GO:0006355
isogroup14797	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup14802	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup14805	GO:0003676;GO:0008152;GO:0016491;GO:0006412
isogroup14807	GO:0050113
isogroup14809	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup14811	GO:0005198;GO:0005874;GO:0007018
isogroup14814	GO:0003723;GO:0004540;GO:0000166;GO:0017111;GO:0008859
isogroup14815	GO:0009982
isogroup14816	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003723;GO:0015935;GO:0022627;GO:0042254
isogroup14817	GO:0000175;GO:0004534;GO:0016896
isogroup1482	GO:0005524;GO:0006950;GO:0033554;GO:0061077
isogroup14821	GO:0005509;GO:0007155;GO:0005576
isogroup14826	GO:0004840;GO:0006464;GO:0006512;GO:0004842;GO:0010992
isogroup14830	GO:0003735;GO:0005622;GO:0005840;GO:0006412
isogroup14836	GO:0005515;GO:0005524;GO:0044267;GO:0003763
isogroup14842	GO:0004238
isogroup14844	GO:0003676;GO:0005634;GO:0008270
isogroup14847	GO:0004364;GO:0008152
isogroup14849	GO:0005509
isogroup1485	GO:0004824;GO:0005524;GO:0006430;GO:0004812;GO:0005737;GO:0006418;GO:0003676
isogroup14851	GO:0004869;GO:0008270;GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0010992
isogroup14852	GO:0005123
isogroup14856	GO:0003824;GO:0008152;GO:0003987;GO:0050218
isogroup14857	GO:0008466;GO:0002226;GO:0001867
isogroup14858	GO:0003676;GO:0003723;GO:0005634
isogroup14863	GO:0005509
isogroup14866	GO:0008146;GO:0001517;GO:0001537;GO:0004394;GO:0015016;GO:0016232;GO:0017095;GO:0018721;GO:0018722;GO:0018723;GO:0018724;GO:0018725;GO:0018726;GO:0018727;GO:0019111;GO:0050659;GO:0050694;GO:0050698;GO:0004062
isogroup14878	GO:0006508;GO:0008533;GO:0008237;GO:0008270
isogroup14880	GO:0003676;GO:0005634;GO:0008270
isogroup14883	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0007242;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0004685;GO:0007268;GO:0048167
isogroup14887	GO:0003824;GO:0006950;GO:0006979;GO:0034599
isogroup14890	GO:0003779;GO:0008091
isogroup14891	GO:0005634;GO:0006355;GO:0005245
isogroup1490	GO:0004222;GO:0005578;GO:0006508;GO:0008237;GO:0008270;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup14901	GO:0016787;GO:0003993
isogroup1491	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup14913	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
isogroup14914	GO:0005525;GO:0007264;GO:0015031;GO:0003924;GO:0003925
isogroup14917	GO:0003676;GO:0005634;GO:0008270
isogroup14919	GO:0003995;GO:0006118;GO:0016491;GO:0008470;GO:0034824
isogroup14920	GO:0016020;GO:0004238;GO:0017090;GO:0002226;GO:0042381
isogroup14921	GO:0003723;GO:0016071;GO:0006412
isogroup14922	GO:0005488;GO:0006810;GO:0016020;GO:0005743
isogroup14928	GO:0003840
isogroup14929	GO:0005279;GO:0006865;GO:0016020;GO:0004523
isogroup14938	GO:0003950;GO:0005634;GO:0006471;GO:0005622;GO:0003677
isogroup14940	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup14945	GO:0003676;GO:0005622
isogroup14957	GO:0004420
isogroup14958	GO:0005515
isogroup14959	GO:0005044;GO:0016020;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup1496	GO:0004016;GO:0008294;GO:0016262
isogroup14960	GO:0005509;GO:0007156;GO:0016020;GO:0005198;GO:0007155
isogroup14962	GO:0006486;GO:0008378;GO:0016020;GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008417;GO:0008921;GO:0016253;GO:0016758;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921;GO:0008499
isogroup14965	GO:0008152;GO:0016787;GO:0005524;GO:0006812;GO:0015662;GO:0016020;GO:0003824;GO:0016021;GO:0016887;GO:0016820
isogroup14966	GO:0005123
isogroup14972	GO:0006606;GO:0006886;GO:0008565
isogroup14977	GO:0001584;GO:0007186;GO:0016021;GO:0008502
isogroup14981	GO:0007242
isogroup14985	GO:0006812;GO:0008324;GO:0016020
isogroup14988	GO:0016021;GO:0035005
isogroup1499	GO:0006886;GO:0030125
isogroup14991	GO:0008152;GO:0016491;GO:0051341
isogroup14996	GO:0005267;GO:0006813;GO:0016020;GO:0005216;GO:0006811
isogroup14997	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0007268
isogroup14999	GO:0005083;GO:0046582
isogroup150	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup15003	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup15009	GO:0016020
isogroup1501	GO:0005489;GO:0006118;GO:0045454;GO:0006950;GO:0006979
isogroup15010	GO:0005509;GO:0005198;GO:0007155
isogroup1502	GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0051301
isogroup15020	GO:0008812
isogroup15026	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup15029	GO:0016829;GO:0004139;GO:0005737;GO:0009264
isogroup15031	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup15033	GO:0004197;GO:0006508;GO:0005524;GO:0000166;GO:0017111
isogroup15036	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0016262
isogroup15042	GO:0004812;GO:0005524;GO:0006418
isogroup15048	GO:0004872;GO:0009719;GO:0005164;GO:0033209
isogroup1505	GO:0004866;GO:0002226;GO:0009682
isogroup15052	GO:0004597
isogroup15058	GO:0005509
isogroup1506	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031;GO:0003924;GO:0003925
isogroup15061	GO:0003824
isogroup15062	GO:0003934;GO:0009058
isogroup15065	GO:0005638
isogroup15066	GO:0005007
isogroup15067	GO:0006118;GO:0016491;GO:0005737;GO:0004362;GO:0006950;GO:0006979
isogroup15069	GO:0016020;GO:0004238;GO:0017090;GO:0002226;GO:0042381
isogroup15071	GO:0005622;GO:0006396
isogroup15075	GO:0005525;GO:0007264;GO:0015031;GO:0006886
isogroup1508	GO:0005737;GO:0006817
isogroup15081	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004715;GO:0004712
isogroup15086	GO:0016251;GO:0004017;GO:0006950;GO:0033554
isogroup15089	GO:0008202;GO:0097001;GO:0035620;GO:0070273
isogroup1509	GO:0006835;GO:0016020;GO:0017153
isogroup15093	GO:0046872
isogroup15095	GO:0003824;GO:0008152;GO:0030378
isogroup15097	GO:0005515
isogroup15099	GO:0004799;GO:0006231;GO:0050757;GO:0004146
isogroup1510	GO:0004222;GO:0006508;GO:0008237;GO:0008270;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup15100	GO:0016020;GO:0005498;GO:0003857;GO:0033989
isogroup15103	GO:0009058
isogroup15104	GO:0003777;GO:0005524;GO:0005875;GO:0007018
isogroup15105	GO:0005509
isogroup15106	GO:0004103;GO:0004305
isogroup1511	GO:0004175;GO:0005839;GO:0006511;GO:0004298;GO:0030163;GO:0043248
isogroup15110	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412
isogroup15117	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup15124	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup15125	GO:0016905
isogroup15126	GO:0006118;GO:0004497
isogroup15128	GO:0005021;GO:0005524;GO:0006468;GO:0005001
isogroup15129	GO:0008152;GO:0016491;GO:0005498;GO:0004303;GO:0034821;GO:0034822
isogroup15133	GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
isogroup1514	GO:0005509
isogroup15143	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
isogroup15144	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
isogroup15148	GO:0004888;GO:0007275;GO:0016020;GO:0004926;GO:0007166;GO:0004930
isogroup15149	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup15151	GO:0016021
isogroup15153	GO:0004871;GO:0007165;GO:0003700;GO:0005634;GO:0006355
isogroup15157	GO:0005509
isogroup15159	GO:0045296
isogroup15162	GO:0003743;GO:0006413;GO:0003723;GO:0006412
isogroup15169	GO:0007218;GO:0016020;GO:0004930
isogroup15170	GO:0004563
isogroup15171	GO:0005509;GO:0005544;GO:0050819
isogroup15176	GO:0004872;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup15181	GO:0008536
isogroup15185	GO:0005737;GO:0006817
isogroup15192	GO:0004222;GO:0006508;GO:0004240;GO:0017087
isogroup15194	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup152	GO:0005784;GO:0006613;GO:0030176
isogroup1520	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0008152;GO:0016491;GO:0004674;GO:0005007
isogroup15202	GO:0016020
isogroup15204	GO:0004672;GO:0005524;GO:0006468;GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup15206	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004715
isogroup1521	GO:0019904;GO:0004623;GO:0004624;GO:0004625;GO:0004626;GO:0004627;GO:0004628;GO:0047498;GO:0047499
isogroup15211	GO:0004197;GO:0006508;GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567
isogroup15215	GO:0050578
isogroup15216	GO:0003677
